Title,Director,Cast,Genre,Year
Yahudi Ki Ladki,Premankur Atorthy,"K. L. Saigal, Rattan Bai, Pahari Sanyal, Nawab, Kumar, Radharani, Ghulam Mohammed, Tarabai",Costume Drama,1933
Zahar-E-Ishq,J. P. Advani,"P. Jairaj, Zohrajan, Master Bachchu, Lovji Lavangia, Panna",Costume,1933
Zahari Saap,J. J. Madan,"Jehanara Kajjan, Gulam Hussain, Patience Cooper, Rosy, Kabuli, Sorabji Kerawala, Sheela, Mustafa, C. Panthaki, Fakiruddin",Costume,1933
Daku Mansoor,Nitin Bose,"K. L. Saigal, Prithviraj Kapoor, Uma Shashi, Pahari Sanyal, Nemo, Husn Banu,",Costume Action,1934
Daksha Yagna,Jyotish Bannerjee,"Radharani, Ahindra Choudhary, Dhiraj Bhattacharya, Mrinal Ghosh, Nimbalkar, Tulsi Chakraborty, Kumar Mitra, Chandravati Devi",,1934
Dard E Dil,"M. Bhavnani, Moti Jhangiani","P. Jairaj, Lalita Devulkar, Tarabai, Khalil, Ameena, Bhudo Advani, Navin, Parashar, W. M. Khan, Nayampally, Abu Bakar, Gyani",Costume Drama,1934
Devaki,N. D. Sarpotdar,"Sulochana (Ruby Myers), D. Billimoria, Dulari, Dattar, Raja Sandow, Jadhav, Devaskar, Lahnoo, Sarpotdar",Devotional,1934
Dhartikamp,Saki,"Radharani, Sayani Atish, Roshanara Begum, Inamdar",Action,1934
Dilara,J. P. Advani,"Sardar Akhtar, Zebunissa, Kamla, Ashraf Khan, J. Gidwani, Ebrahim, Sher Ali, Balabhai",Social,1934
Diwani,D. N. Madhok,"Sarojini, Moti, Dar Kashmiri (Jeevan), Mishra, R. Jani, Ratilal, Nurjehan, S. Shamsudin, Miss Pokhraj, Azurie",,1934
Dolti Nayya,Drupad Roy,"B. Sohani, Sundri, Bhagwandas, Narenbabu, Meera",Social,1934
Dukhtar-e-Hind,A. P. Kapoor,"Master Nissar, Ameena, W. M. Khan, Bibbo, Bhudo Advani, Tarabai, Navin, Shahzadi,",Costume,1934
Fida E Tohid a.k.a. Fida-E-Tauheen,,"Shamsuddin, Jahangir, Mahendra Singh, Nizam,Ranibala, Kamla, A. Shah, Miss Zohrajan, Mohammed Ismail, Kamrunnisa",Costume,1934
Flashing Sword a.k.a. Chamakti Shamsheer,Ahmed H. Essa,"Kanta Kumari, Master Chonkar, Lovji Lavangia, A. Hamid, S. Usman, Manish",Action,1934
Gafil Musafir,J. P. Advani,"Sardar Akhtar, Ashraf Khan, Ghulam Mohammed, Irshad Ali, Prabha Shankar, Sultan Ahmed, Balabhai",,1934
Garib Ki Duniya,Sorabji Kerawala,"Jehanara Kajjan, Patience Cooper, S. Kerawala, Sharifa, Mohammed Hussain, Lakshmi",Social,1934
Grihalaxmi,Sarvottam Badami,"Yakub, Jal Merchant, Sabita Devi, K. C. Dey, SWaroop Rani, Lalita Devulkar, Asooji, Mehboob Khan, Kamla",Socil Family,1934
Gul Sanobar,Homi Master,"Sulochana Ruby Myers, D. Billimoria, Zubeida, Ghulam Mohammed, Chanda, Hadi, Jilloobai, Abdul Qadir, Sayed Ahmed",Fantasy,1934
Gunsundari,Chandulal Shah,"E. Billimoria, Gohar Mamajiwala, Rampyari, Shanta, Dixit, Keki Adajania, Ghory, Ram Apte, Raja Sandow",Social,1934
Haman,S. Kerawala,"Mahajabin, Mehmud Din, Sushila, S. Kerawala, C. Panthaki, Abbas",,1934
Hari Bhakti,Prafulla Ghosh,"Kanan Devi, Mrinal Ghosh, Avdhut, Tulsicharan, Benoy, Goswami",Devotional,1934
Hoor-E-Baghdad,R. N. Vaidya,"Shiraz, Sardar Mansur, Meherunisa, Anwaribai, Swarup Rani, Vimla, Bachcha, Dalpat",Fantasy,1934
Hothal Padmini,K. Rathod,"Sardar Akhtar, Zebunissa, Iqbal, Ashraf Khan, Ali Baksh",Legend,1934
Indira M. A.,Nandlal Jaswantal,"Sulochana (Ruby Myers), D. Billimoria, Jamshedji Khansaheb, Raja Sandow, Jilloobai, Hadi",Social,1934
Insaaf Ki Tope,Vithaldas Panchotia,"Rajkumari, V. Panchotia, Dadabhai Sarkari, Shahzadi, R. P. Kapoor, Shaila, Fida Hussain, Bhola Shankar",Action,1934
Jaan Nissar,K. Rathod,"Sardar Akhtar, Sultan Alam, Maruti Rao, Zebunissa, Jani Babu",,1934
Jawani Diwani,Shanti Dave,"Ranibala, Zohrajan, Panna, Shivrani Ghosh, Manohar Ghatwai, Rafiqe Ghaznavi",Social,1934
Johar-E-Shamsheer,J. P. Advani,"Nissar, Zebunissa, Sardar Akhtar, Prabha Shankar, Jani Babu, Bibijan",Costume Action,1934
Kala Gulab,JBH Wadia,"Sharifa, Sarda Mansur, Husn Banu, Sayani Atish, Firoze Dastur, Gulshan, Jal Khambatta, Jaidev, Master Mohammed, Jamna",,1934
Kala Naag,"Adi Irani, B. Murzban","Jamshedji Khansaheb, Dulari, Manjiri, Rafiq Ghaznavi, Tahami Chemist",Social,1934
Kala Wagh a.k.a. Black Tiger,Nagendra Majumdar,"Mohini, Malti, Madhav Kale, Master Chonkar, Gohar Karnataki, Navinchandra, Nurjahan, Amritlal Nagar, Bhim",Costume,1934
Kanya Vikraya a.k.a. Lobhi Baap,Mohammed Hussain,"Patience Cooper, Mohammed Hussain, Miss Rose, Master Mohan, Angurbala, Sharifa, Surajram",Social,1934
Kashmeera,Nandlal Jaswantal,"E. Billimoria, Madhuri, Raja Sandow, Shanta Kumari, Keki Adjania, Dixit, Ghory, Rewashankar,",Social,1934
Khak Ka Putla,G. R. Sethi,"Gulab, Alaknanda, Mohammed Hussain, Sunder Rao, Hirabai, Zahiruddin, Bhai Desa, Haridas",Costume,1934
Kismet Ka Shikar,Mohammed Hussain,"Patience Cooper, Mohammed Hussain, Miss Rose, Master Mohan, Angurbala, Pramod Kumar, Sharifa, Surajram, Lakshmi, Violet Cooper, Manilal",Social,1934
Kismet Ki Kasauti,Pesi Karani,"Khalil, K. C. Dey, Miss Iqbal, Nand Kishore, Athar, Reggie Benson, Padmavati Shaligram, Bachcha, Noorjahan",Costume Drama,1934
Krishna Arjun Yudh,"Vishram Bedekar, Chintamanrao Kolhatkar, Vamanrao Bhatt","Dinanath, Nalini Nagpurkar, Damuanna Malvankar, Nirmala Devi, Sushila Devi, B Gokhale, S Bhosle, G Mohite",Religious,1934
Magic Flute a.k.a. Khwabe Hasti,Homi Master,"D. Billimoria, Gohar Mamajiwala, Sulochana (Ruby Myers), Chanda, Rustom Irani, Hadi, W. M. Khan, Ghory, B. Sansare",Fantasy,1934
Maharani,Baburao Patel,"Mubarak, Padma Devi, Shirin Banu, N. Chhapekar, Surve, Raja Pandit",,1934
Manjari,M. Gidwani,"Ghulam Rasool, Mushtari, G. Tembe, Syed Ahmed, Master Andaz",Social,1934
Mast Fakir,D. N. Madhok,"Shiraz, Sushila, Ebrahim, Miss Moti, Meher-Ul-Nissa, Hanumant Rao, Sardar Mansur, Bimla, Gulshan",Social,1934
Matsya Gandha,Dakubhai Mehta,"Inamdar, Shahzadi, Madhav Kale, Malti, Maruti Rao, Baburao Savare, Tara Devi",Mythology,1934
Mazdoor a.k.a. The Mill,M. D. Bhavnani,"P. Jairaj, Bibbo, Navin Yagnik, Ameena, Tarabai, Khalil, S. L. Puri, Bhudo Advani, Nayampally, Abu Bakar",Social,1934
Mera Iman,N. Majumdar,"Gohar Karnataki, Athavale, Amirjan, Madhav Kale, Madhukar Gupte",Costume,1934
Mumtaz Begum,Akhtar Nawaz,"Gul Hamid, Mazhar Khan, Akhtari Bai, Anwaribai, Bachchu, Athar, A. R. Pahelwan",Historical,1934
Nachwali,Ramnik Desai,"Yakub, Swaroop Rani, Jaddanbai, Rafiq Ghaznavi, Kayam Ali, Pesi Patel, Misra, Mehboob Khan",Social,1934
Nadira,Jayant Desai,"E. Billimoria, Madhuri, Ishwarlal, Rampyari, Charlie, Keki Adjania, Dixit, Ghory, Khatoon, Bhupatrai, Azurie,",,1934
Nagan,Jyotish Bandyopadhyay,"Nimbalkar, Radha, Ghulam Rasool Anwari, Chandu",Fantasy,1934
Nai Duniya,Balwant Bhatt,"Rajkumari, Kashinath, Panna, Umakant, Lallubhai, Dulari",Social,1934
Nanand Bhojai,Nanubhai Vakil,"Zubeida, Yusuf, Bhai Desa, Ameena, Ratilal, Gulab, Laxmi, Pawar, Shahzadi, Dinkar",Social,1934
Nand Ke Lala,Nanubhai Vakil,"Zubeida, Shahu Modak, Dinkar, Gulab",Devotional,1934
Nav Bharat,Chunilal Parekh,"Navinchandra, Shivrani Ghosh, Qamar, Bachchu, Alaknanda",Action,1934
Neki Ka Taj,N. G. Devare,"Ebrahim, Fatma Begum, Allavally, Prof. Lele, Noorjahan",Costume,1934
Night Bird a.k.a. Raat Ka Raja,Dhirendranath Gangopadhyay,"Gul Hamid, Indubala, Mazhar Khan, Nazir, Bhumen Roy, Anwaribai",Social,1934
Noor Mahal,Moti B. Gidwani,"Shankar Rao, Miss Iqbal, Misra, Ratilal, Yakbal, Dulari, Z. Khan, Azurie, Harbanslal Kohli",Costume,1934
Noor-E-Islam,Mubarak,"Roshanara Begum, Mubarak, Swarup Rani",Costume,1934
Sair-E-Paristan,M. D. Bhavnani,"Bibbo, Master Nissar, P. Jairaj, Ameena, Bhudo Advani, Khalil, Parashar, W. M. Khan, Nayampally, Tarabai",Fantasy,1934
Sakhi Lutera,S. Kerawala,"Jehanara Kajjan, Patience Cooper, Yusuf Effendi, C. Panthaki, S. Kerawala, A. R. Kabul, Fakhruddin, Mustafa",Costume Action,1934
Samaj Ki Bhool,Homi Master,"Inayat, Abdul Qadir, Dulari, Lalita Pawar, Rafiq Ghaznavi, Jamshedji, Khansaheb",Social,1934
SantTulsidas,N. G. Devare,"Fatma Begum, G. N. Joshi, Shanta Kumari, Raja Babu, Usha, Allavally, Madhav, Jamna, Dattaraya, Jijibhai",Biopic Devotional,1934
Sati Anjani,Kanjibhai Rathod,"Kamla, Panna, S. Baburao, Miss Gulzar, Mehboob Khan, Asooji, Anees Khatoon, B. Sansare",Devotional,1934
Saubhagya Laxmi,V. M. Vyas,"Sultana, Majid, Kamlabai, Rajkumari, Master Chonkar, Ata Mohamed",Social,1934
Seeta,Debaki Bose,"Gul Hamid, Prithviraj Kapoor, Durga Khote, Trilok Kapoor, Indubala, Mazhar Khan, Govindrao Tembe, K. C. Dey, Radhabai, Dhiraj Bhattacharya, Mukhtar Begum, Hiralal",Religious,1934
Seva Sadan,Nanubhai Vakil,"Shahu Modak, Zubeida, Pawar, Jaddanbai, Fatma Begum, Joshi, Shirin, Gulab, Dinkar",Social,1934
Shah-E-Iran,G. R. Sethi,"Meera Devi, Maruti Rao, Chhapekar, Inamdar, Pathare, Noor Mohammedd, Kulkarni, Vijaya",Costume,1934
Shehar Ka Jadoo,K. P. Ghosh,"Motilal, Kumar, Sabita Devi, Sitara Devi, Tarabai, Miss Gulzar, K. C. Dey, Kamlabai, Pande",Social,1934
Shahi Lakkadhara,"Chunilal Parekh, T. N. Joshi","Maruti Rao, Tara, Zohrajan, Azmat, Lovji Lavangia, Baburao, Kashinath",Costume,1934
Sinhasan,Gajanan Jagirdar,"Shanta Kumari, A. Majumdar, Indumati, Nandu Khote, Bimla Kumari, Raja Babu, Vasudev, Surve, Anand",Costume,1934
Sitamgar,Jayant Desai,"E. Billimoria, Madhuri, Ishwarlal, Shanta Charlie, Dixit, Ghory, Khatoon, Ram Apte, Bhupatrai, Keki Adjania, Tarabai",Costume,1934
Sone Ki Chidiya,G. R. Sethi,"Himmatlal, Pushpa, Y. Dave, Haridas, S. Baburao, Madhavlal Damodar",,1934
Sultana,Abdul Rashid Kardar,"Gul Hamid, Mazhar Khan, Zarina, Indubala, Nazir, Shivratan Joshi,Teela Mohammed,Lala, Hussain, Nawab, Mushtaq Hussain",,1934
Suvarna Mandir,M. R. Rangnekar,"Ganpatrao Bodas, Jyotsna Bhole, Baburao Manerikar, Hirabai Barodekar, Nanasaheb Hardikar, Balwantrao Parchure",,1934
Talismi Talwar,J. P. Advani,"Sardar Akhtar, Gulab, Zebunissa, Ashraf Khan, Balabhai, A. R. Kabul",,1934
Tara Sundari,Chandulal Shah,"E. Billimoria, Gohar Mamajiwala, Ishwarlal, Kamla, Keki Adjania, Bhupatrai, Thatte, Ghory, Bhagwandas",Costume,1934
Thief of Iraq,"Kanjibhai Rathod, Asooji","Navinchandra, Zohrajan, Hirabai, Tarabai, S. Nazir, Zahiruddin, Fakir Mohammed",Action,1934
Toofan Mail,Jayant Desai,"E. Billimoria, Madhuri, Ishwarlal, Rampyari, Charlie, Keki Adjania, Dixit, Ghory, Khatoon, Bhupatrai, Azurie, Ram Apte, Kesari, Rewashankar",Action,1934
Toofani Taruni,Chandulal Shah,"E. Billimoria, Gohar Mamajiwala, Ishwarlal, Rampyari, Charlie, Keki Adjania, Dixit, Ghory, Khatoon, Bhupatrai, Azurie, Ram Apte, Kesari, Rewashankar, Shanta",Action,1934
Vaman Avtar,JBH Wadia,"Firoze Dastur, Jamuna, Jal Khambatta, Nurjehan, Master Mohammed, Jaidev",Mythology,1934
Vasantsena,J. P. Advani,"Zohrajan, Shanker Rao, Sitara Devi, Gulab, Sunder Rao, Tarabai, Kashinath, Manohar, Ghanshyam, Bhagwandas",,1934
Vasavdatta,P. Y. Altekar,"P. Jairaj, Bibbo, Padmavati Shaligram, Tarabai, B. Sohani, Bhudo Advani, W. M. Khan, Nayampally, Parashar, Shahzadi",Historical Drama,1934
Veer Babruvahan,Jayant Desai,"E. Billimoria, Madhuri, Ishwarlal, Rampyari, Khatoon, Dixit, Ghory, Keki Adjania, Bhagwandas, Shanta, Tarabai",Mythology,1934
Veer Bharat,Homi Wadia,"Boman Shroff, Gulshan, Sayani Atish, Jaidev Minoo Cooper, Manchi Thuthi, Master Mohammed, Nurjahan, S. Nazir",Costume Action,1934
Veer Pujan,G. R. Sethi,"Navinchandra, Mehtab, Trikamlal, Bachchu, Alaknanda, Shivrani Ghosh, Haridas",Costume,1934
Veerangana Panna,H. S. Mehta,"Gulab, Umakant, Baburao Apte, Pushpa, Amritlal Nagar, Bhim, Shivrani Ghosh",Devotional,1934
Vehmi Duniya,Anant Desai,"Shirin, B. Sohani, Rambai Rao, Vatsala Joshi",Social,1934
Vishu Bhakti,G. R. Sethi,"Shyama Zutshi, Maruti Rao, Madhav Kale, Bachchu, Amirbai Karnataki",Devotional,1934
Watan Parasta,D. N. Madhok,"Roshanara Begum, Miss Moti, Rajkumari, Sardar Mansur, Hanumant Rao, Esmail, Dar Kashmiri (Jeevan), Prof. Ramanand Sharma",Costume,1934
Bahadur Beti,A. R. Kabuli,"Shakuntala, Ashraf Khan, Kamlabai, Laxmi, A. R. Kabuli, Master Chonkar",Action,1935
Bahare Sulemani,J. P. Advani,"Zebunisa, Master Nissar, Gulab, Prabha Shankar, Bibijan, Jani Babu",Costume,1935
Bahen Ka Prem,J. K. Nanda,"Padma Devi, Rafiqe Ghaznavi, Zohrabai, Lakshmi Narayan, Sultana, Sadiq, Azurie",Social,1935
Bal Hatya,Ram Daryani,"Shanta Kumari, Benjamin, Yasmin, Dadabhai Sarkari, Firoze Dastur, Gope",Costume Action,1935
Balidan,Prafulla Roy,"Ahindra Choudhury, Indubala, Dadabhai Sarkari, Lila, Devbala, R. P. Kapoor",Social,1935
Bambai Ki Sethani,Rasik Bhatt,"Rajkumari, Shirin, Gulab, Jayant, Lallubhai Nayak, Umakant, Ismail",Social,1935
Barrister's Wife,Chandulal Shah,"Gohar Mamajiwala, E. Billimoria, Ishwarlal, Bhupatrai, Shanta, Khatoon, Keki Adjania, Charlie, Dixit, Ram Apte, Raja Sandow",Social Drama,1935
Bharat Ki Beti,Premankur Atorthy,"Rattan Bai, Gul Hamid, Yasmin, Kamlabai, Amirbai Karnataki, Sarojini, Hari Shivdasani",Social,1935
Bhikharan,Premankur Atorthy,"Rattan Bai, Master Vinayak, Pramila, Firoza begum, Raja Pandit, I. A. Hafisji, Gundopant Walavalkar, Pawar",Social,1935
Bhool Ka Bhog a.k.a. Irony Of Fate,T. G. Lalwani,"Padmavati Shaligram, Nandu Khote, Hamida Banu, P. R. Joshi, Ranibala, Wamanrao, G. Anant, Mehar Sultana",Social,1935
Bidrohi,Dhirendranath Ganguly,"Gul Hamid, Mazhar Khan, Indubala, Sultana, Lalit Mitra, Anupam Ghatak, Purnima Devi, Jyotsana Gupta, Ahindra Chowdhary, S. D. Burman",Social Drama,1935
Birbal Ke Beti,Nanubhai Vakil,"Zubeida, Mansoor, Gulab, Hadi, Yusuf, Dinkar, Bhai Desa",Social,1935
Blood Feud a.k.a. Josh-E-Intaqam,Prafulla Roy,"Prithviraj Kapoor, Molina, Yakub, Mubarak, Kamla, Jagdish, Hiralal",,1935
Bombay Mail,R. P. Bhatt,"Rajkumari, Jayant, Lallubhai Nayak, Panna, Raja Babu, Umakant, S. Nazir, Ismail",Action,1935
Bombshell,"Dinkar Rao, Ishwarlal","Khursheed, Yashwant Dave, Ishwarlal, Mohammed Hadi, Laxmi, Joshi",Action,1935
Chandrasena,V. Shantaram,"Nalini Tarkhud, Sureshbabu Mane, Buwa Sahib, Rajni, Shanta",Devotional,1935
Chin Ka Sahukar,Chunilal Parekh,"Yashwant Dave, Kamla, Dalpat, Bachcha, Dhulia",Costume,1935
Chirag-E-Husn,G. K. Mehta,"Khursheed, Bhai Desa, Mumtaz, Gulab, G. N. Joshi",Action,1935
College Girl,Jayant Desai,"Madhuri, Ishwarlal Keki Adjania, Sheela Devi, Shanta, Raja Sandow, Khatoon, Ghory, Dixit, Charlie, Ram Apte",Social,1935
Daku Ka Ladka,Charu Roy,"Radharani, Indubala, Kamla Devi, Mira Dutta, Anwaribai, R. P. Kapoor, Master Gama, Raziuddin",Costume,1935
Dard-E-Ulfat,Dhirubhai Desai,"Heera Kumari, Leela, Miss Iqbal, Madhukar Gupte, Ata Mohammed, Aarif Khan, Ram T. Hira",Action,1935
Delhi Express,Madan Rai Vakil,"Mohan, Sardar Akhtar, Gulam Farid, Zohrabai, S. L. Bhalla, H. R. Bhalla",Action,1935
Delhi Ka Thug,Dhirubhai Desai,"Ansuya, Ashiq Hussain, Nazir, Fazlu, Himmatlal, Samson, Anwaribai",Action,1935
Desh Dasi,Chandulal Shah,"Gohar Mamajiwala, E. Billimoria, Ishwarlal, Shanta, Ram Apte, Charlie, Ghory, Dixit, Khatoon, Raja Sandow, Baby Bhanumathi",Social,1935
Desh Deepak,JBH Wadia,"Fearless Nadia, John Cawas, Sardar Mansur, Husn Bano, Boman Shroff, Sharifa, Gulshan, Sayani Atish, Jaidev, Master Mohammed, Bismillah, S. L. Puri, Iqbal",Action,1935
Devdas,P.C. Barua,"K. L. Saigal, Jumuna, Pahari Sanyal, Rajkumari, K. C. Dey, Nemo, Sitara",Romantic drama,1935
Dharm Ki Devi,Hiren Bose,"Kumar, Sardar Akhtar, Firoze Dastur, Yasmin, Gope, Rafiqe Ghaznavi, Anant Marathe, Anil Biswas, Hari Shivdasani",,1935
Dharmatma,V. Shantaram,"Bal Gandharva, Ratnaprabha, Chandra Mohan, Vasanti, Chhotu, Vasant Desai, Keshav Narayan Kale, Buwa Saheb",Biopic Drama,1935
Dhoop Chhaon,Nitin Bose,"Pahari Sanyal, Uma Shashi, Sardar Akhtar, Bikram Kapoor, K. C. Dey, Kidar Sharma, Trilok Kapoor, Shyam Laha, Devbala, Indu Mukherji, Nawab",Social Drama,1935
Dhuwandhar,Sukumar Chatterjee,"Leela Chitnis, Vishnu Dayal Bhargava, Warerkar, Yashwant Dave, S. N. Bannerjee, Nana Palsikar, Gaya Prasad, Mira Devi, Vasant Thengdi, Shivrani Ghosh, Kantilal",Social,1935
Dil Ki Pyas,"Sorab Kerawala, J. J. Madan","Mukhtar Begum, Bal Gandharva, S. Kerawala, Patience Cooper, Jahanara Kajjan, Fida Hussain, Surajram, Gama",Social,1935
Diljani,Charu Roy,"Leela, Kamla, Fida Hussain, Gama, Devbal, Sheela",Costume,1935
Divine Sacrifice a.k.a. Keemti Qurbani,B. N. Rao,"Rose, Ghulam Hussain, Rajkumari, Mustafa Hussain, Amir Ali, Gama, Bashirjan, Agha Jan Kashmiri, Sheela, Pahelwan, Abbas",Action,1935
Do Ghadi Ki Mauj,Homi Master,"D. Billimoria, Sulochana (Ruby Myers), Jamshedji, Jilloobai, Syed Ahmed, Lalita, Ghulam Rasool, Gani, Baby Mayuri",Social,1935
Dr. Madhurika a.k.a. Modern Wife,Sarvottam Badami,"Motilal, Sabita Devi, Padma Shaligram, Bhudo Advani, Pande, Baby Indira, Pesi Patel, Gulzar",Social Family Drama,1935
Farebi Duniya,J. P. Advani,"Zebunissa, Sardar Akhtar, Navin Yagnik, Mohini, Bhawanilal, Ganpat Bakre, Bibijan",Social,1935
Fashionable India,Mohan Sinha,"Pushpa, Jeevan, Sushila, Badri Prasad, Shyam Sunder, Wadilal, Dhanjit Shah, Gulab, R. D. Shukla, Fakir Mohammed, B. L. Ganju",Social,1935
Gaibi Gola,Vithaldas Panchotia,"Khalil, Sheela Devi, Vithaldas, Baby Noor Jehan",Fantasy,1935
Ghar Jamai,Homi Master,"Heera, Ghulam Rasool, Ali Miya, Jumuna, Syed Ali, Jamshedji, Amoo, Baby Noor Jehan",Social Comedy,1935
Gulshan-E-Alam,Nanubhai Vakil,"Zubeida, Sardar Mansur, Shahzadi, Yusuf Effendi, Bhai Desa, Dinkar",Costume,1935
Himmat-E-Marda a.k.a. Lord Of The Jungle,G. P. Pawar,"Lalita Pawar, Bhagwan, Chandra Rao, Kadam, Shyam Rao, G. P. Pawar",Action,1935
Hind Kesari,Homi Wadia,"Husn Bano, Sardar Mansur, Dilawar, Gulshan, Jal Khambata, E. Tarapoe",Action,1935
Hunterwali a.k.a. The Lady With The Whip,Homi Wadia,"Fearless Nadia, John Cawas, Boman Shroff, Sharifa, Gulshan, Sayani Atish, Jaidev, Master Mohammed",Action,1935
Ishrat Ki Maut a.k.a. 100 Lashes,M. Murtaza,"Vasantrao Pehalwan, Menaka, Dilara",,1935
Jadui Danda a.k.a. Magic Wand,Dwarka Khosla,"Shiraz, Champa, Gulbanu, Razak, Kazi, Pandit, Dalpatram, Adam Sandow, Bibijan",Fantasy,1935
Jahanara,F. R. Irani,"Jahanara Kajjan, Yusuf Effendi, Violet Cooper, Sheela, Rajkumari, Pirjan, Jagdish Sethi, Mustafa, Pearl",Social,1935
Jane Alam a.k.a. Jan-E-Alam Anjumanara,M. R. Kapoor,"Master Vithal, Putlinai, Athavale, Miss Pokhraj, P. Varne, Azurie, Nurjahan",Historical,1935
Jawani Ka Nasha,F. R. Irani,"Patience Cooper, Khalil, Akhtaribai Faizabadi (Begum Akhtar), Qaiser, Agha Jani",Social,1935
Jawani Ki Hawa,Franz Osten,"Devika Rani, Najmul Hussain, Chandraprabha, J. S. Kasshyap, P. F. Pithawal, Kamta Prasad, Bhaskar Dev, Talpade, Azurie, Sunita Devi, Solanki, Khosla, Mukherjee, Masiha",Romantic crime thriller,1935
Jeewan Natak a.k.a. Life Is A Stage,Debaki Bose,"Durga Khote, Ram Piari, Alaknanda, Phelwan, Nand Kishore, Trikamlal, Nirmal Bannerjee, Gulam Jilani Sham, Shivrani",Drama,1935
Josh-e-Jawani,Dwarka Khosla,"Mohini, Dewaskar, Mohammed Ishaq, Haridas, Manohar Ghatwai",Costume,1935
Jung Bahadur,M. D. Bhavnani,"Shivrani, Nayanpalli, Fatty Prasad, Baby Nargis, S. L. Puri, Gyani",Action,1935
Kala Swar,"Acharya, W. Garcher","Navinchandra, Ermiline, Ghulam Mohammed, S. Nazir, Tarabai, Yashwant Dave, Kamlabai, Usha Devi, Baby Noor Jehan, Goswami, Haridas",Costume,1935
Kalia Mardan,Dadasaheb Nimbalkar,"Leela, Indubala, Madhukar, Chitnis, Vasant, Ebrahim, Ram Badre, S. Bhosle",Devotional,1935
Kali Waghan a.k.a. Wild Tigress,R. N. Vaidya,"Nandram, Shakuntala, Kamla, Prabha Shankar, Vijaya, Kaneez",Costume,1935
Kalkoot a.k.a. Kismet Ki Bhool,D. K. Kale,"Leela, Baburao Pendharkar, Nayampalli, Heera Kumari, Omkar Devaskar, Vatsala, Lobo, P. R. Joshi, Sushila, K. Agarwal",Social,1935
Kamroo Desh Ki Kamini,A. R. Kabuli,"Sultana, Kamalabai, Ashraf Khan, Swaroop Rani, Master Chonker, Kabuli, Kaneez",Fantasy,1935
Karwan-E-Hayat,"Premankur Atorthy, Hemchandra Chunder","K. L. Saigal, Molina, Pahari Sanyal, Rajkumari, Rattan Bai, Shyama Zutshi, Hamid, Siddiqi, Kapoor, Rana",Costume Action Adventure,1935
Karwane Husn,Choudhary M. Rafi,"Nazir, Shahzadi, Ansari, Hadi, Miss Zohrajan, Qamar",Costume,1935
Keemti Aansoo,Chandulal Shah,"Gohar, E. Billimoria, Ishwarlal, Khatoon, Charubala, Ram Apte, Bhanumathi",Family Melodrama,1935
Khoon Ka Khoon a.k.a. Hamlet,Sohrab Modi,"Sohrab Modi, Naseem Banu, E. Tarapore, Ghulam Hussain, Fazal Karim, Obali Mai, Ghulam Mohiyudin, Shamshadbai, Gauhar, B. Pawar",Drama,1935
Qatil Katar,G. P. Pawar,"Lalita Pawar, Bhagwan, Munshi Jilani Shyam, Alaknanda, Bulbule",Action,1935
Qatl-e-Aam,"Rele, Arolkar","Pramila, Suresh, G. R. Sandow, Gangoobai, Manjrekar, Azurie",Costume Action,1935
Khuni Khanjar,"K. B. Desai, R. N. Vaidya","Shiraz, Kashmira Devi, Vaidya, Champa, Malika, Bacha, Adam Sandow, Bibijan",Costume Action,1935
Krishna Shishtai,Mama Mane,"Vijaya Devi, Menaka, Godbole, Ved Pathak, Vasantrao Pehalwan, Vinay, Niphadkar, Jawadekar",Devotional,1935
Kunwari Ya Vidhwa,"Pandit Sudarshan, Prafulla Roy","Indubala, Zarina, Khatoon, A. R. Kabuli, Maya Devi, Shahzadi, R. P. Kapoor, Kamla, Fida Hussain",Social,1935
Laheri Jawan,Shanti Dave,"Navinchandra, Mehtab, Shivrani Ghosh, Pawar, Haribhai, Shahzadi",Costume,1935
Lal Cheetah,Dhirubhai Desai,"Ashiq Hussein, Yakub, Shahzadi, Ansuya, Mohanlal, Jagannath, Lallubhai Nayak, Fazlu, Ata Mohamed",Costume,1935
Lal Chitthi,Niranjan Bharadwaj,"Rajkumari, Alaknanda, Jayant, Ramzan Khan, Panna, Lallo Bhai,Jehangir, Tarabai, J. M. Kaul, Esmail",Social,1935
Madan Manjari,Chhotubhai Desai,"Miss Zohra Jaan, Manohar Ghatwai, Raja Babu, Sunder Rao",Fantasy,1935
Magic Horse,"Babubhai Jani, Kanu Shukla, Raja Yagnik","Mehtab, Navinchandra, Marutirao, Alaknanda, Bachchu, Haridas, Munshi Jilani Shyam, Trikamlal",Fantasy,1935
Majnu,Roop K. Shorey,"Shyama Zutshi, Harold Lewis (Majnu), Mukhtiar Begum, Mattu, Khan Mastana, Sultan Beg, Hukumsingh, Majnu, Kamla",Social,1935
Mard-E-Maidan,Anant Desai,"Benjamin, Gulzar, Kanta, Azurie, Napurkar, M. Tipnis,",Costume,1935
Maut Ka Toofan,Henry Dargwitch,"Zebunissa, Sultana, Goswami, Gulzar, Ghanekar, F. Bhutt, Kanta, Chande",Social,1935
Mera Pyara,Ezra Mir,"Jahanara Kajjan, Jagdish Sethi, Akhtar Nawaz, Patience Cooper, Krishnakant, Rajkumari, Vimla",Social,1935
Mirza Sahiban,G. R. Sethi,"Khursheed, Amir Ali, Inayat Jan, Pervez, Chhailaram, Bhai Desa, Sohanlal, Sarla",Legend Folk,1935
