Title,Director,Cast,Genre,Year
Fareb,Vikram Bhatt,"Faraaz Khan, Suman Ranganathan, Milind Gunaji",Thriller,1996
Fire,Deepa Mehta,"Nandita Das, Shabana Azmi",Social,1996
Ghatak,Raj Kumar Santoshi,"Sunny Deol, Meenakshi Seshadri, Amrish Puri, Om Puri, Danny Denzongpa","Action, Romance",1996
Gehra Raaz,Ramesh Bedi,"Salma Agha, Raj Babbar, Jamuna",,1996
Hahakaar,Sudarshan K. Rattan,"Akshay Anand, Chandni, Neelima Azim","Action, Crime, Drama",1996
Halo,Santosh Sivan,"Benaf Dadachandji, Rajkumar Santoshi, Sahil Choujar",,1996
Hasina Aur Nagina,Gautam Bhatia,"Sadashiv Amrapurkar, Jagdeep, Kiran Kumar",,1996
Himmat,Sunil Sharma,"Sunny Deol, Shilpa Shetty, Tabu",Action,1996
Himmatvar,Talat Jani,"Arun Bakshi, Gajendra Chouhan, Dharmendra",Action,1996
Hukumnama,B.R. Ishara,"Amjad Khan, Mukesh Khanna, Rajat Kumar",,1996
Hum Hain Khalnayak,R. Thakur,"Arjun, Rajni Bala, Kishore Anand Bhanushali",Action,1996
Hum Hain Premi,Ajay Dixit,"Mahesh Anand, Tinnu Anand, Bindu",Romance,1996
Is Raat Ki Subah Nahin,Sudhir Mishra,"Tara Deshpande, Akhil Mishra, Smriti Mishra",,1996
Jaan,Raj Kanwar,"Ajay Devgn, Twinkle Khanna, Amrish Puri","Action, Romance",1996
Jagannath,,"Sangeeta Bijlani, Mukesh Khanna, Rami Reddy",Action,1996
Jay Baba Pashupatinath,Satish Kumar,"Shyam Awasthi, Rajdev Jamudhale, Sudhanshu Joshi",,1996
Jeet,Raj Kanwar,"Sunny Deol, Tabu, Karisma Kapoor, Salman Khan",Drama,1996
Jung,T. Rama Rao,"Ajay Devgn, Mithun Chakraborty, Sujata Mehta, Rambha",,1996
Jurmana,T.L.V. Prasad,"Rambha, Ashwini Bhave, Mithun Chakraborty",Action,1996
Kalinga,,Jackie Shroff,,1996
Khamoshi: The Musical,Sanjay Leela Bhansali,"Salman Khan, Manisha Koirala, Nana Patekar, Seema Biswas, Helen","Social, Romance",1996
Khiladiyon Ka Khiladi,Umesh Mehra,"Rekha, Akshay Kumar, Raveena Tandon",Action,1996
Khilona,Deepak Pawar,"Aditya Pancholi, Monica Bedi",,1996
Khoon Ki Pyasi,K.C. Handra,"Rita Bhaduri, Ramesh Goyal, Javed Khan",Horror,1996
Krishna,S. Deepak,"Sunil Shetty, Karishma Kapoor","Romance, Action",1996
Laalchee,Raj N. Sippy,"Anil Dhawan, Avtar Gill, Karina Grover, Pran",Drama,1996
Loafer,David Dhawan,"Anil Kapoor, Juhi Chawla, Farida Jalal, Gulshan Grover",Comedy,1996
Maachis,Gulzar,"Tabu, Chandrachur Singh, Om Puri","Crime, War",1996
Maahir,Lawrence D'Souza,"Hema Malini, Govinda, Farha Naaz",Family,1996
Mafia,,"Ishrat Ali, Somy Ali, Ali Asghar",Action,1996
Majhdhaar,Ismayil Shroff,"Salman Khan, Manisha Koirala",Drama,1996
Masoom,Mahesh Kothare,"Tinnu Anand, Sulabha Arya, Arun Bakshi, Ayesha Jhulka",Action,1996
Megha,Mohanjee Prasad,"Shammi Kapoor, Karishma Kapoor, Rahul Roy",,1996
Mr. Bechara,K. Bhagyaraj,"Sridevi, Anil Kapoor, Akkineni Nagarjuna, Anupam Kher","Comedy, Drama",1996
Muqadama,K.C. Bokadia,"Vinod Khanna, Aditya Pancholi, Tanuja, Guddi Maruti",Action,1996
Muqaddar,T.L.V. Prasad,"Mithun Chakraborty, Moushumi Chatterjee, Ayesha Jhulka, Simran",,1996
Muthi Bhar Zameen,Tinnu Anand,"Danny Denzongpa, Poonam Dhillon, Kumar Gaurav",Action,1996
Namak,Kawal Sharma,"Sanjay Dutt, Farah, Fatima Sheikh, Gulshan Grover",Action,1996
Nirbhay,,"Sadashiv Amrapurkar, Sangeeta Bijlani, Mithun Chakraborty",,1996
Papa Kehte Hai,Mahesh Bhatt,"Jugal Hansraj, Amin Hajee, Dinesh Hingoo",,1996
Papi Gudia,Lawrence D'Souza,"Avinash Wadhavan, Karisma Kapoor, Tinnu Anand","Horror, Thriller",1996
Prem Granth,Rajiv Kapoor,"Rishi Kapoor, Madhuri, Prem Chopra, Shammi Kapoor","Social, Romance",1996
Raja Aur Rangeeli,K.S. Prakash Rao,Mamta Kulkarni,"Comedy, Romance",1996
Raja Hindustani,Dharmesh Darshan,"Karisma Kapoor, Aamir Khan, Johnny Lever",Romance,1996
Raja Ki Aayegi Baraat,Ashok Gaekwad,"Rani Mukerji, Shadaab Khan",Drama,1996
Rajkumar,Pankuj Parasher,"Naseeruddin Shah, Anil Kapoor, Madhuri Dixit","Drama, Fantasy, Family, Thriller",1996
Rakshak,Ashok Honda,"Sunil Shetty, Sonali Bendre, Karisma Kapoor",Action,1996
Ram Aur Shyam,Raju Mawani,"Divya Dutta, Sidhant Salaria","Action, Crime, Drama",1996
Rangbaaz,Kanti Shah,"Ishrat Ali, Mithun Chakraborty, Jack Gaud",Action,1996
Return of Jewel Thief,Ashok Tyaagi,"Ashok Kumar, Dev Anand, Dharmendra",Crime,1996
Saajan Chale Sasural,David Dhawan,"Govinda, Tabu, Karisma Kapoor, Kader Khan","Comedy, Romance",1996
Sanshodhan,Govind Nihalani,"Manoj Bajpai, Vanya Joshi, Kishore Kadam",Drama,1996
Sapoot,Jagdish A. Sharma,"Sunil Shetty, Akshay Kumar, Karishma Kapoor, Sonali Bendre, Kader Khan, Johnny Lever","Romance, Action, Drama",1996
Sardari Begum,Shyam Benegal,"Kiron Kher, Surekha Sikri, Amrish Puri",Drama,1996
Shastra,Sanjay Khanna,"Sunil Shetty, Anjali Jathar, Danny Denzongpa",Action,1996
Shikaar,,"Urmila Matondkar, Jackie Shroff",,1996
Shohrat,Sathish Ranjan,"Mahesh Anand, Aparajita, Asrani",,1996
Smuggler,Ajay Kashyap,"Dharmendra, Reena Roy",,1996
Spot Boy,Pasha P. Jung,"Akshay Anand, Babban, Raj Kiran",,1996
Talaashi,,"Juhi Chawla, Jackie Shroff",,1996
Tere Mere Sapne,Joy Augustine,"Chandrachur Singh, Arshad Warsi, Priya Gill, Simran, Pran","Romance, Drama",1996
The Making of the Mahatma,Shyam Benegal,Rajit Kapur,Biography,1996
The Square Circle,Amol Palekar,"Nirmal Pandey, Sonali Kulkarni, Faiyyaz","Drama, Music, Romance",1996
Tu Chor Main Sipahi,,"Akshay Kumar, Saif Ali Khan, Tabu","Comedy, Drama",1996
"Unicorn, the Garden of the Fruits",,"Yasef Calderón, Romina Barbar, Hukum Singh","Drama, Fantasy",1996
Vijeta,K. Murali Mohan Rao,"Sanjay Dutt, Raveena Tandon, Paresh Rawal",Action,1996
Vishwasghaat,Himanshu Brahmbhatt,"Sunil Shetty, Anjali Jathar, Anupam Kher",Action,1996
Yaaron Ka Yaar,,Baba Sehgal,,1996
Yash,Sharad Sharan,"Bijay Anand, Kartika Rane",Musical,1996
Zordaar,Ajay Kashyap,"Govinda, Aditya Pancholi, Mandikini, Neelam Kothari",,1996
Aar Ya Paar,Ketan Mehta,"Jackie Shroff, Deepa Sahi","Romance, Crime",1997
Aastha: In the Prison of Spring,Basu Bhattacharyya,"Rekha, Om Puri",,1997
Aflatoon,Guddu Dhanoa,"Akshay Kumar, Urmila Matondkar",Action,1997
Agnichakra,Amit Suryavanshi,"Naseeruddin Shah, Govinda, Dimple Kapadia, Somy Ali",Action,1997
Aur Pyaar Ho Gaya,Rahul Rawail,"Bobby Deol, Aishwarya Rai",Romance,1997
Auzaar,Sohail Khan,"Salman Khan, Shilpa Shetty, Sanjay Kapoor, Johnny Lever",Action,1997
Banarasi Babu,,"Govinda, Ramya, Kader Khan",,1997
Bhai,Deepak Shivdasani,"Sunil Shetty, Sonali Bendre, Pooja Batra",Action,1997
Border,J. P. Dutta,"Sunny Deol, Jackie Shroff, Sunil Shetty, Akshaye Khanna, Pooja Bhatt, Tabu, Raakhee Gulzar",War,1997
Chachi 420,Kamal Hassan,"Kamal Hassan, Tabu, Amrish Puri, Om Puri",,1997
Chupp,Ambrish Sangal,"Jeetendra, Somy Ali, Om Puri",,1997
Daava,,"Akshay Kumar, Raveena Tandon, Divya Dutta","Action, Comedy, Romance",1997
Darmiyaan,Kalpana Lajmi,"Kiron Kher, Tabu",,1997
Daud,Ram Gopal Varma,"Sanjay Dutt, Urmila Matondkar","Romance, Crime",1997
Deewana Mastana,David Dhawan,"Anil Kapoor, Govinda, Juhi Chawla, Anupam Kher, Johnny Lever","Romance, Comedy",1997
Dil To Pagal Hai,Yash Chopra,"Shahrukh Khan, Madhuri Dixit, Karisma Kapoor, Akshay Kumar","Comedy, Drama, Romance",1997
Dhaal,Sameer Malkan,"Vinod Khanna, Sunil Shetty, Gautami",Action,1997
Do Ankhen Barah Hath,Kirti Kumar,"Govinda, Madhuvanti",,1997
Ek Phool Teen Kante,Anup Malik,"Vikas Bhalla, Monica Bedi",,1997
Ghulam-E-Mustafa,Partho Ghosh,"Nana Patekar, Raveena Tandon, Paresh Rawal","Action, Crime, Drama",1997
Gudia,,"Gautam Ghose, Pran",,1997
Gudgudee,Basu Chatterjee,"Anupam Kher, Jugal Hansraj, Pratibha Sinha","Musical, Romance",1997
Gundagardi,,"Aditya Pancholi, Raj Babbar, Dharmendra",,1997
Gupt: The Hidden Truth,Rajiv Rai,"Bobby Deol, Manisha Koirala, Kajol, Raj Babber, Prem Chopra",Thriller,1997
Hameshaa,Sanjay Gupta,"Aditya Pancholi, Saif Ali Khan, Kajol",Drama,1997
Hero No. 1,David Dhawan,"Govinda, Karisma Kapoor, Kader Khan",Comedy,1997
Himalay Putra,Pankaj Parashar,"Vinod Khanna, Akshaye Khanna, Hema Malini, Anjala Zhaveri","Drama, Romance",1997
Insaaf,Dayal Nihalani,"Akshay Kumar, Shilpa Shetty, Paresh Rawal",Action,1997
Ishq,Indra Kumar,"Aamir Khan, Juhi Chawla, Ajay Devgn, Kajol","Romance, Comedy",1997
Itihaas,Raj Kanwar,"Ajay Devgn, Twinkle Khanna",,1997
Jeeo Shaan Se,Talat Jani,"Dharmendra, Reena Roy, Vikas Bhalla",,1997
Jeevan Yudh,Partho Ghosh,"Mithun Chakraborty, Atul Agnihotri, Mamta Kulkarni","Action, Drama, Family",1997
Jodidar,T.L.V. Prasad,"Bindushree, Mithun Chakraborty, Prem Chopra",,1997
Judaai,Raj Kanwar,"Anil Kapoor, Sridevi, Urmila Matondkar",Drama,1997
Judge Mujrim,A. Sharma,"Jeetendra, Sunil Shetty, Sujata Mehta",Action,1997
Judwaa,David Dhawan,"Salman Khan, Rambha, Karisma Kapoor, Kader Khan",Comedy,1997
Kaalia,T.L.V. Prasad,"Dipti Bhatnagar, Mithun Chakraborty, Kiran Kumar",,1997
Kaun Rokega Mujhe,,"Govinda, Prem Chopra, Nagma, Pran",,1997
Kaun Sachcha Kaun Jhootha,Partho Ghosh,"Rishi Kapoor, Sridevi, Suresh Oberoi","Action, Drama, Thriller",1997
Koyla,Rakesh Roshan,"Shahrukh Khan, Madhuri Dixit, Amrish Puri",Drama,1997
Krishna Arjun,Shailendra Shukla,"Jeetendra, Vivek Mushran, Karina Grover",,1997
Lahu Ke Do Rang,Mehul Kumar,"Akshay Kumar, Karisma Kapoor","Action, Drama",1997
Lav Kush,V. Madhusudan Rao,Pran,,1997
Loha,,"Dharmendra, Mithun Chakraborty, Govinda, Ramya",,1997
Mahaanta,Afzal Khan,"Sanjay Dutt, Madhuri Dixit","Action, Drama",1997
Mere Sapno Ki Rani,K. Raghavendra Rao,"Sanjay Kapoor, Madhoo, Urmila Matondkar, Asrani, Rakesh Bedi, Laxmikant Berde","Drama, Musical, Romance",1997
Mrityudand,Prakash Jha,"Madhuri Dixit, Shabana Azmi, Ayub Khan, Shilpa Shirodkar, Om Puri",Drama,1997
Mrityudata,Mehul Kumar,"Amitabh Bachchan, Nana Patekar, Dimple Kapadia, Karisma Kapoor, Pran",Action,1997
Mr. and Mrs. Khiladi,David Dhawan,"Akshay Kumar, Juhi Chawla",Romantic Comedy,1997
Naseeb,Kirti Kumar,"Govinda, Mamta Kulkarni",,1997
Pardes,Subhash Ghai,"Shah Rukh Khan, Mahima Chaudhry, Apurva Agnihotri, Amrish Puri",Social Drama,1997
Prithvi,Nitin Manmohan,"Sunil Shetty, Shilpa Shetty",Mystery,1997
Qahar,Rajkumar Kohli,"Sunny Deol, Sunil Shetty, Sonali Bendre",Action,1997
Raja Ki Aayegi Baraat,Ashok Gaikwad,"Rani Mukherji, Shadaab Khan","Family, Crime, Drama, Romance",1997
Saat Rang Ke Sapne,Priyadarshan,"Arvind Swamy, Juhi Chawla, Farida Jalal",,1997
Salma Pe Dil Aa Gaya,Saawan Kumar Tak,"Ayub Khan, Milind Gunaji, Saadhika, Pran",,1997
Sanam,Aziz Sejawal,"Sanjay Dutt, Manisha Koirala",Romance,1997
Shapath,Rajiv Babbar,"Mithun Chakraborty, Jackie Shroff, Harish Kumar, Ramya",,1997
Sixth Happiness,Waris Hussein,"Firdaus Kanga, Souad Faress, Khodus Wadia",Social,1997
Suraj,T.L.V. Prasad,"Rakesh Bedi, Mithun Chakraborty, Puneet Issar",Action,1997
Tarazu,Vimal Kumar,"Akshay Kumar, Sonali Bendre",Action,1997
Uff! Yeh Mohabbat,Vipin Handa,"Abhishek Kapoor, Twinkle Khanna, Anupam Kher",,1997
Virasat,Priyadarshan,"Anil Kapoor, Tabu, Pooja Batra, Amrish Puri",Drama,1997
Yes Boss,Aziz Mirza,"Aditya Pancholi, Shahrukh Khan, Juhi Chawla, Gulshan Grover","Comedy, Romance",1997
Yeshwant,Anil Matto,"Nana Patekar, Madhoo, Atul Agnihotri, Mohan Joshi, Shafi Inamdar",Social,1997
Ziddi,Guddu Dhanoa,"Sunny Deol, Raveena Tandon","Action, Drama",1997
Bada Din,,"Anjan Dutt, Marc Robinson, Shabana Azmi, Tara Deshpande,Alok Nath,Irrfan Khan",,1998
2001: Do Hazaar Ek,Raj N. Sippy,"Jackie Shroff, Dimple Kapadia, Tabu","Crime, Drama, Mystery",1998
Aakrosh,Lateef Binny,"Sunil Shetty, Shilpa Shetty","Action, Crime, Drama, Thriller",1998
Achanak,Naresh Malhotra,"Govinda, Manisha Koirala, Paresh Rawal",Drama,1998
Aunty No. 1,Kirti Kumar,"Govinda, Raveena Tandon, Kader Khan, Harish Kumar",Comedy,1998
Bade Miyan Chote Miyan,David Dhawan,"Amitabh Bachchan, Govinda, Raveena Tandon, Rambha, Paresh Rawal",Comedy,1998
Badmaash,Goutam Pawar,"Jackie Shroff, Shilpa Shirodkar, Pran",Action,1998
Bandhan,Murali Mohan,"Salman Khan, Rambha, Jackie Shroff",Action,1998
China Gate,Rajkumar Santoshi,"Samir Soni, Mamta Kulkarni, Amrish Puri, Om Puri, Nasseruddin Shah, Danny Denzongpa","Social, War, Action",1998
Chhota Chetan,Jijo Punnoose,"Urmila Matondkar, Dalip Tahil, Satish Kaushik",,1998
Dand Nayak,Sikander Bharti,"Manek Bedi, Ayesha Jhulka, Bharat Kapoor",Action,1998
Dhoondte Reh Jaaoge!,Kumar Bhatia,"Tinnu Anand, Prem Chopra, Dinesh Hingoo","Comedy, Drama, Family, Romance",1998
Dil Se..,Mani Ratnam,"Shah Rukh Khan, Manisha Koirala, Preity Zinta",Drama,1998
Do Numbri,T L V Prasad,"Mithun Chakraborty, Sneha",,1998
Doli Saja Ke Rakhna,Priyadarshan,"Akshaye Khanna, Jyothika","Romance, Drama",1998
Dulhe Raja,Harmesh Malhotra,"Govinda, Raveena Tandon",Comedy,1998
Duplicate,Mahesh Bhatt,"Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Gulshan Grover, Farida Jalal",Comedy,1998
Dushman,Tanuja Chandra,"Kajol, Sanjay Dutt, Ashutosh Rana",Thriller,1998
Ganga Ki Kasam,T L V Prasad,"Deepti Bhatnagar, Mithun Chakraborthy, Jackie Shroff",Drama,1998
Ghar Bazar,D.S. Azad,"Mumtaz Begum, Shail Chaturvedi, Gulshan Grover","Action, Crime, Drama",1998
Gharwali Baharwali,David Dhawan,"Anil Kapoor, Raveena Tandon, Rambha",Comedy,1998
Ghulam,Vikram Bhatt,"Aamir Khan, Rani Mukerji","Action, Drama",1998
Gunda,Kanti Shah,"Mithun Chakraborty, Verna Raj, Ishrat Ali","Action, Comedy",1998
Hafta Vasuli,Deepak Balraaj Vij,"Jackie Shroff, Aditya Pancholi, Ayub Khan",,1998
Hatyara,T L V Prasad,"Mithun Chakraborty, Suman Ranganathan",,1998
Hero Hindustani,Aziz Sejawal,"Arshad Warsi, Namrata Shirodkar, Parmeet Sethi, Kader Khan",Romance,1998
Himmatwala,Jayant Gillator,"Mithun Chakraborty, Ayesha Jhulka",Action,1998
Humse Badhkar Kaun,Deepak Anand,"Sunil Shetty, Saif Ali Khan, Sonali Bendre","Action, Comedy",1998
Iski Topi Uske Sarr,Raju Mavani,"Sharad Kapoor, Mukul Dev, Divya Dutta, Prem Chopra","Action, Crime, Drama",1998
Jaane Jigar,"Arshad Khan, Talat Jani","Jackie Shroff, Ayub Khan, Mamta Kulkarni","Comedy, Drama, Family",1998
Jab Pyaar Kisise Hota Hai,Deepak Sareen,"Salman Khan, Twinkle Khanna",Drama,1998
Jhooth Bole Kauwa Kaate,Hrishikesh Mukherjee,"Anil Kapoor, Juhi Chawla, Amrish Puri","Drama, Comedy, Family, Romance",1998
Kabhi Na Kabhi,Priyadarshan,"Jackie Shroff, Anil Kapoor, Pooja Bhatt","Action, Crime, Romance",1998
Kareeb,Vidhu Vinod Chopra,"Bobby Deol, Neha","Romance, Drama",1998
Keemat – They Are Back,Sameer Malkan,"Akshay Kumar, Saif Ali Khan, Sonali Bendre, Raveena Tandon",Action,1998
Khote Sikkey,Partho Ghosh,"Ayub Khan, Madhoo, Atul Agnihotri",Crime,1998
Kuch Kuch Hota Hai,Karan Johar,"Shah Rukh Khan, Kajol, Rani Mukerji, Salman Khan, Anupam Kher, Farida Jalal","Drama, Romance",1998
Kudrat,,"Aruna Irani, Kader Khan, Akshaye Khanna",,1998
Maharaja,Anil Sharma,"Govinda, Manisha Koirala, Raj Babbar",Drama,1998
Major Saab,Tinnu Anand,"Amitabh Bachchan, Ajay Devgn, Sonali Bendre","Action, Drama, Romance",1998
Mehndi,Hamid Ali Khan,"Rani Mukerji, Faraaz Khan",Drama,1998
Mere Do Anmol Ratan,K. Ravi Shankar,"Arshad Warsi, Namrata Shirodkar, Mukul Dev, Reema Lagoo",Drama,1998
Military Raaj,Sanjay Sharma,"Mithun Chakraborty, Pratibha Sinha, Pooja Bedi, Aditya Pancholi",,1998
Miss 420,Akashdeep,"Baba Sehgal, Sheeba",Romance,1998
Mohabbat Aur Jung,Hameed Alam,"Aparajita, Mohnish Bahl, Rakesh Bedi",Action,1998
Pardesi Babu,Manoj Agrawal,"Govinda, Raveena Tandon, Shilpa Shetty","Action, Comedy, Drama",1998
Phool Bane Patthar,Ambrish Sangal,"Mohnish Bahl, Indrani Banerjee, Rakesh Bedi",,1998
Prem Aggan,Feroz Khan,"Fardeen Khan, Meghna Kothari, Sameer Malhotra",Romance,1998
Pyaar Kiya To Darna Kya,Sohail Khan,"Salman Khan, Kajol, Arbaaz Khan, Dharmendra","Comedy, Romance",1998
Pyaar To Hona Hi Tha,Anees Bazmee,"Ajay Devgn, Kajol",Romance,1998
Qila,Umesh Mehra,"Dilip Kumar, Rekha, Mukul Dev, Mamta Kulkarni",Thriller,1998
Saat Rang Ke Sapne,Priyadarshan,"Arvind Swamy, Juhi Chawla","Drama, Romance",1998
Saaz,Sai Paranjpye,"Shabana Azmi, Zakir Hussain, Aruna Irani",Drama,1998
Saazish,Sudhir R. Nair,"Mithun Chakraborty, Pooja Batra",Action,1998
Salaakhen,Guddu Dhanoa,"Sunny Deol, Raveena Tandon, Amrish Puri",Action,1998
Sar Utha Ke Jiyo,Sikander Bharti,"Naseeruddin Shah, Madhoo, Manek Bedi","Action, Romance",1998
Satya,Ram Gopal Varma,"J. D. Chakravarthy, Urmila Matondkar, Manoj Bajpai",Action,1998
Sham Ghansham,Ashok Ghai,"Raakhee Gulzar, Chandrachur Singh, Arbaaz Khan",Drama,1998
Sher-E-Hindustan,T L V Prasad,"Mithun Chakraborty, Sanghavi",,1998
Soldier,Abbas-Mustan,"Bobby Deol, Preity Zinta","Romance, Action, Thriller",1998
Tirchhi Topiwale,Nadeem Khan,"Inder Kumar, Chunky Pandey, Monica Bedi","Comedy, Drama",1998
Train to Pakistan,Pamela Rooks,"Nirmal Pandey, Rajit Kapur, Divya Dutta","Drama, War",1998
Ustadon Ke Ustad,T L V Prasad,"Mithun Chakraborty, Jackie Shroff, Madhoo",,1998
Vinashak – Destroyer,Ravi Deewan,"Sunil Shetty, Raveena Tandon",Action,1998
Wajood,N. Chandra,"Madhuri Dixit, Nana Patekar",Drama,1998
Yamraaj,Rajiv Babbar,"Mithun Chakraborty, Jackie Shroff, Sneha, Mink Singh",,1998
Yugpurush,Partho Ghosh,"Nana Patekar, Jackie Shroff, Manisha Koirala",Drama,1998
Zakhm,Mahesh Bhatt,"Ajay Devgn, Sonali Bendre, Pooja Bhatt, Akkineni Nagarjuna",Nadeem-Shravan,1998
Zanjeer,Yusuf Bhat,"Aditya Pancholi, Sakshi Shivanand, Monica Bedi, Shakti Kapoor, Satish Kaul",Action,1998
Zor,Sangeeth Sivan,"Sunny Deol, Sushmita Sen","Action, Crime, Drama",1998
Zulm-O-Sitam,K. C. Bokadia,"Mahesh Anand, Vikas Anand, Kishore Anand Bhanushali",Action,1998
Aa Ab Laut Chalen,Rishi Kapoor,"Rajesh Khanna, Akshaye Khanna, Aishwarya Rai, Kader Khan, Jaspal Bhatti, Satish Kaushik, Moushumi Chatterji, Himani Shivpuri","Romance, Drama,",1999
Aarzoo,Lawrence D'Souza,"Akshay Kumar, Madhuri Dixit, Saif Ali Khan, Amrish Puri",Drama,1999
Anari No.1,Sandesh Kohli,"Govinda, Raveena Tandon, Simran Bagga, Kader Khan, Satish Shah, Aruna Irani",Comedy,1999
Arjun Pandit,Rahul Rawail,"Sunny Deol, Juhi Chawla, Saurabh Shukla",Action,1999
Baadshah,Abbas-Mustan-Mustan,"Shah Rukh Khan, Twinkle Khanna, Amrish Puri, Johnny Lever","Action, Comedy",1999
Bade Dilwala,Shakeel Noorani,"Sunil Shetty, Priya Gill, Paresh Rawal",Action,1999
Bhopal Express,Mahesh Mathai,"Naseeruddin Shah, Kay Kay Menon, Nethra Raghuraman, Zeenat Aman",Drama,1999
Biwi No.1,David Dhawan,"Salman Khan, Karisma Kapoor, Sushmita Sen, Anil Kapoor, Tabu, Saif Ali Khan",Comedy,1999
Chandaal Aatma,S.R. Pratap,"Aparna, Rakesh Bedi, Sudhir Dalvi",Horror,1999
Chehraa,Gautam Adhikari,"Seema Kapoor, Ayub Khan, Madhoo",,1999
Daag: The Fire,Raj Kanwar,"Sanjay Dutt, Chandrachur Singh, Mahima Chaudhry","Action, Romance",1999
Dahek,Lateef Binny,"Akshaye Khanna, Sonali Bendre, Danny Denzongpa, Ahmed Khan",Drama,1999
Dil Kya Kare,Prakash Jha,"Ajay Devgn, Kajol, Mahima Chaudhry, Chandrachur Singh",Drama,1999
Dillagi,Sunny Deol,"Sunny Deol, Bobby Deol, Urmila Matondkar, Preity Zinta",Drama,1999
Double Gadbad,,"Navneet Nishan, Baba Sehgal",Comedy,1999
Dracula,Bhooshan Lal,"Sadashiv Amrapurkar, Ashna, Mohan Joshi",Horror,1999
Dulhan Banoo Main Teri,Anoop Kumar,"Faraaz Khan, Deepti Bhatnagar","Romance, Drama",1999
Gair,Ashok Gaekwad,"Ajay Devgn, Raveena Tandon, Reena Roy, Amrish Puri",Action,1999
Godmother,Vinay Shukla,"Shabana Azmi, Milind Gunaji, Nirmal Pandey","Crime, Drama",1999
Haseena Maan Jaayegi,David Dhawan,"Govinda, Sanjay Dutt, Karisma Kapoor, Puja Batra, Kader Khan",Comedy,1999
Heeralal Pannalal,Kawal Sharma,"Mithun Chakraborty, Johnny Lever, Payal Malhotra","Drama, Action, Comedy, Crime",1999
Hello Brother,Sohail Khan,"Salman Khan, Rani Mukerji, Arbaaz Khan",Comedy,1999
Hindustan Ki Kasam,Veeru Devgan,"Amitabh Bachchan, Ajay Devgn, Manisha Koirala, Sushmita Sen, Prem Chopra","Patriotic, Action",1999
Hogi Pyaar Ki Jeet,P. Vasu,"Ajay Devgn, Neha, Arshad Warsi",,1999
Hote Hote Pyar Ho Gaya,Firoz Irani,"Jackie Shroff, Kajol, Atul Agnihotri, Ayesha Jhulka",Drama,1999
Hu Tu Tu,Gulzar,"Nana Patekar, Sunil Shetty, Tabu",Drama,1999
Hum Aapke Dil Mein Rehte Hain,Satish Kaushik,"Kajol, Anil Kapoor, Anupam Kher, Johny Lever",Romantic drama,1999
Hum Dil De Chuke Sanam,Sanjay Leela Bhansali,"Salman Khan, Ajay Devgn, Aishwarya Rai",Drama,1999
Hum Saath-Saath Hain,Sooraj R. Barjatya,"Salman Khan, Mohnish Bahl, Tabu, Saif Ali Khan, Karisma Kapoor, Sonali Bendre",Family Drama,1999
Hum Tum Pe Marte Hain,Nabh Kumar Raju,"Govinda, Urmila Matondkar","Romance, Drama",1999
International Khiladi,Umesh Mehra,"Akshay Kumar, Twinkle Khanna, Rajat Bedi","Action, Crime, Drama, Romance",1999
Jaanam Samjha Karo,Andaleb Sulthapuri,"Salman Khan, Urmila Matondkar, Monica Bedi","Romance, Drama",1999
Jaanwar,Suneel Darshan,"Akshay Kumar, Karishma Kapoor, Shilpa Shetty, Shakti Kapoor, Ashutosh Rana",Drama,1999
Jahan Tum Le Chalo,Desh Deepak,"Rana Jung Bahadur, Shail Chaturvedi, Sonali Kulkarni",Romance,1999
Jai Hind,Manoj Kumar,"Rishi Kapoor, Kunal Goswami, Shilpa Shirodkar, Pran","Action, Romance",1999
Kaala Samrajya,Deepak Bahry,"Sunil Shetty, Monica Bedi, Amrish Puri",Action,1999
Kachche Dhaage,Milan Luthria,"Ajay Devgn, Manisha Koirala, Saif Ali Khan, Namrata Shirodkar","Romance, Drama",1999
Kahani Kismat Ki,Farogh Siddique,"Laxmikant Berde, Mithun Chakraborty, Deepshika",Action,1999
Kartoos,Mahesh Bhatt,"Sanjay Dutt, Manisha Koirala, Jackie Shroff",Action,1999
Kaun,Ram Gopal Varma,"Urmila Matondkar, Manoj Bajpai, Sushanth Kumar",Thriller,1999
Khoobsurat,Sanjay Chhel,"Sanjay Dutt, Urmila Matondkar, Om Puri, Farida Jalal","Romance, Drama",1999
Khooni Ilaaka: The Prohibited Area,Jitendra Chawda,"Kishore Anand Bhanushali, Arif Khan, Anil Nagrath",Horror,1999
Khopdi: The Skull,Ramesh U. Lakhiani,"Rajesh Bakshi, Vijay Solanki",Horror,1999
Kohram,Mehul Kumar,"Amitabh Bachchan, Tabu, Nana Patekar, Jaya Pradha",Action,1999
Laawaris,Shrikant Sharma,"Akshaye Khanna, Manisha Koirala, Jackie Shroff, Dimple Kapadia",Drama,1999
Lal Baadshah,K. C. Bokadia,"Amitabh Bachchan, Shilpa Shetty, Manisha Koirala",Action,1999
Lo Main Aa Gaya,Mahesh Kothare,"Vinay Anand, Laxmikant Berde, Prem Chopra",Action,1999
Love You Hamesha,Kailash Surendranath,"Rishma Malik, Rohit Bal, Sonali Bendre",,1999
Maa Kasam,Ashok Gaekwad,"Kasam Ali, Vikas Anand, Arjun",Action,1999
Manchala,Jaiprakash Shaw,"Vivek Mushran, Gauri Khopkar, Rakesh Bedi",Romance,1999
